index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Bacteroidota;c__Bacteroidia,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,Unassigned;__;__,d__Bacteria;__;__,d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota;c__Actinobacteria,d__Bacteria;p__Bacteroidota;c__Chlorobia,d__Bacteria;p__Spirochaetota;c__Spirochaetia,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria,d__Bacteria;p__Myxococcota;c__Myxococcia,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia,d__Bacteria;p__Firmicutes;c__Bacilli,d__Bacteria;p__Campilobacterota;c__Campylobacteria,d__Bacteria;p__Planctomycetota;c__Pla4_lineage,d__Eukaryota;p__Retaria;c__Foraminifera,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia,d__Bacteria;p__Firmicutes;c__Clostridia,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,d__Bacteria;p__Bacteroidota;c__Rhodothermia,d__Eukaryota;__;__,d__Bacteria;p__Planctomycetota;c__vadinHA49,d__Bacteria;p__Acidobacteriota;c__Holophagae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia,d__Bacteria;p__Bacteroidota;c__Ignavibacteria,d__Bacteria;p__Planctomycetota;c__Planctomycetes,d__Bacteria;p__Deferribacterota;c__Deferribacteres,d__Bacteria;p__Proteobacteria;__,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia,d__Bacteria;p__Planctomycetota;c__Phycisphaerae,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia,d__Bacteria;p__Proteobacteria;c__Magnetococcia,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria,d__Bacteria;p__Planctomycetota;__,d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Patescibacteria;c__Parcubacteria,d__Bacteria;p__Chloroflexi;c__Anaerolineae,d__Bacteria;p__Patescibacteria;c__Gracilibacteria,d__Bacteria;p__Planctomycetota;c__BD7-11,d__Bacteria;p__Halanaerobiaeota;c__Halanaerobiia,d__Bacteria;p__Bacteroidota;c__Kapabacteria,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia,d__Bacteria;p__Planctomycetota;c__Pla3_lineage,d__Bacteria;p__WPS-2;c__WPS-2,d__Bacteria;p__Myxococcota;__,d__Bacteria;p__Dependentiae;c__Babeliae,d__Bacteria;p__Planctomycetota;c__OM190,d__Bacteria;p__Dadabacteria;c__Dadabacteriia,d__Bacteria;p__Patescibacteria;c__Saccharimonadia,d__Bacteria;p__Chloroflexi;c__Chloroflexia,d__Bacteria;p__Firmicutes;c__Negativicutes,d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia,d__Bacteria;p__Deinococcota;c__Deinococci,d__Bacteria;p__Sumerlaeota;c__Sumerlaeia,d__Bacteria;p__Gemmatimonadota;c__PAUC43f_marine_benthic_group,d__Bacteria;p__Patescibacteria;c__ABY1,d__Bacteria;p__Spirochaetota;c__Leptospirae,d__Bacteria;p__Desulfobacterota;c__Desulfarculia,d__Bacteria;p__Acidobacteriota;c__Aminicenantia,d__Archaea;p__Halobacterota;c__Methanosarcinia,d__Bacteria;p__Margulisbacteria;c__Margulisbacteria,d__Bacteria;p__Campilobacterota;c__Desulfurellia,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia,d__Bacteria;p__Chloroflexi;c__Dehalococcoidia,d__Eukaryota;p__Ciliophora;c__Intramacronucleata,d__Bacteria;p__Myxococcota;c__Polyangia,d__Bacteria;p__Calditrichota;c__Calditrichia,d__Bacteria;p__Acidobacteriota;c__Blastocatellia,d__Eukaryota;p__Dinoflagellata;c__Dinophyceae,d__Bacteria;p__Nitrospirota;c__Nitrospiria,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia,d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia,d__Bacteria;p__Sva0485;c__Sva0485,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata,d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5,d__Bacteria;p__LCP-89;c__LCP-89,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria,d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia,d__Bacteria;p__NB1-j;c__NB1-j,d__Bacteria;p__Desulfobacterota;__,d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group,d__Bacteria;p__Latescibacterota;c__Latescibacterota,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia,d__Bacteria;p__Actinobacteriota;c__Rubrobacteria,d__Bacteria;p__Myxococcota;c__bacteriap25,d__Bacteria;p__Acidobacteriota;c__Subgroup_22,d__Eukaryota;p__Porifera;c__Demospongiae,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes,d__Bacteria;p__Cyanobacteria;c__Sericytochromatia,d__Bacteria;p__Firmicutes;c__Desulfitobacteriia,d__Bacteria;p__Armatimonadota;c__Armatimonadia,d__Eukaryota;p__Cnidaria;c__Anthozoa,d__Bacteria;p__Firmicutes;__,d__Bacteria;p__Chloroflexi;c__KD4-96,d__Archaea;p__Halobacterota;c__Halobacteria,d__Archaea;p__Euryarchaeota;c__Methanobacteria,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW120,144.0,490.0,4371.0,130.0,56.0,0.0,31.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,7.0,0.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728,57.0,Reef.18,P35,4,Pacuta,Hard,1728,HTAC,HT,AC,4,7
HPW121,361.0,5.0,3.0,796.0,26.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427,58.0,Lilipuna.Fringe,P51,6,Pacuta,Hard,1427,HTHC,HT,HC,5,7
HPW122,110.0,44.0,144.0,310.0,271.0,0.0,56.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321,59.0,Reef.11.13,M16,2,Mcapitata,Hard,1321,HTAC,HT,AC,4,5
HPW123,506.0,243.0,572.0,827.0,25.0,0.0,105.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564,60.0,Reef.18,P66,7,Pacuta,Hard,2564,ATHC,AT,HC,12,8
HPW124,89.0,5.0,128.0,1067.0,370.0,0.0,14.0,0.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067,61.0,HIMB,M16,2,Mcapitata,Hard,2067,HTHC,HT,HC,10,8
HPW125,88.0,6149.0,134.0,1102.0,9.0,0.0,6.0,0.0,2672.0,79.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1159,62.0,Reef.42.43,P20,2,Pacuta,Hard,1159,ATAC,AT,AC,1,10
HPW126,36.0,149.0,407.0,1015.0,16.0,0.0,18.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571,63.0,Reef.35.36,P36,4,Pacuta,Hard,1571,HTAC,HT,AC,7,5
HPW127,217.0,12.0,138.0,1063.0,351.0,39.0,11.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737,64.0,Reef.35.36,M14,2,Mcapitata,Hard,2737,ATHC,AT,HC,11,10
HPW128,27.0,94.0,174.0,1681.0,16.0,0.0,28.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487,65.0,Lilipuna.Fringe,P9,1,Pacuta,Hard,1487,HTAC,HT,AC,7,7
HPW129,1028.0,851.0,658.0,423.0,570.0,107.0,88.0,0.0,0.0,579.0,0.0,38.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,14.0,0.0,62.0,0.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,33.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223,66.0,Reef.42.43,M32,4,Mcapitata,Hard,1223,ATHC,AT,HC,3,7
HPW130,16811.0,7.0,252.0,193.0,193.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875,67.0,HIMB,M18,2,Mcapitata,Hard,2875,ATHC,AT,HC,12,7
HPW131,2353.0,8.0,395.0,1591.0,392.0,20.0,8.0,0.0,0.0,51.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1610,68.0,Reef.42.43,M35,4,Mcapitata,Hard,1610,ATAC,AT,AC,6,5
HPW132,148.0,267.0,636.0,1270.0,9.0,0.0,33.0,0.0,0.0,316.0,49.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,0.0,26.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,67.0,0.0,3.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304,69.0,Reef.18,P34,4,Pacuta,Hard,2304,HTHC,HT,HC,5,8
HPW133,27.0,0.0,9.0,480.0,330.0,0.0,9.0,0.0,0.0,630.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229,70.0,Reef.42.43,M43,5,Mcapitata,Hard,1229,ATHC,AT,HC,3,5
HPW134,173.0,644.0,383.0,1500.0,25.0,0.0,35.0,0.0,5.0,91.0,170.0,3.0,0.0,18.0,35.0,0.0,0.0,0.0,70.0,65.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,28.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445,71.0,Reef.11.13,P73,8,Pacuta,Hard,1445,ATAC,AT,AC,6,7
HPW135,200.0,127.0,2313.0,1534.0,43.0,13.0,50.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765,72.0,Reef.42.43,P6,1,Pacuta,Hard,1765,HTAC,HT,AC,7,8
HPW136,2281.0,48.0,163.0,646.0,295.0,0.0,19.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449,73.0,Lilipuna.Fringe,M17,2,Mcapitata,Hard,1449,HTHC,HT,HC,5,5
HPW137,258.0,459.0,1197.0,1145.0,91.0,5.0,73.0,0.0,0.0,214.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,40.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732,74.0,Lilipuna.Fringe,P53,6,Pacuta,Hard,1732,HTHC,HT,HC,10,10
HPW138,70.0,18.0,206.0,477.0,175.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178,75.0,Lilipuna.Fringe,M39,4,Mcapitata,Hard,1178,HTHC,HT,HC,2,11
HPW139,103.0,7.0,226.0,1458.0,49.0,8.0,7.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878,76.0,HIMB,P1,1,Pacuta,Hard,2878,ATHC,AT,HC,12,7
HPW140,1070.0,431.0,15815.0,499.0,431.0,5.0,29.0,0.0,0.0,3315.0,0.0,387.0,39.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,11.0,0.0,0.0,63.0,0.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689,77.0,Reef.11.13,M2,1,Mcapitata,Hard,1689,HTHC,HT,HC,10,10
HPW141,84.0,885.0,290.0,1055.0,144.0,0.0,228.0,0.0,0.0,70.0,0.0,23.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2550,78.0,Reef.18,P69,7,Pacuta,Hard,2550,ATHC,AT,HC,12,10
HPW142,66.0,1448.0,150.0,2144.0,67.0,0.0,42.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668,79.0,Lilipuna.Fringe,P55,6,Pacuta,Hard,2668,ATHC,AT,HC,11,11
